Date,Location,Year,Month,Vehicle_Count,Average_Speed,Accidents,Weather_Condition,AQI,Noise_Level_dB,Traffic_Density_Index,Traffic_Level,Congestion_Index,Smart_Light_Adjustment,Emergency_Response_Time_min
2024-01-02,Ambattur,2024,January,6551,47.494336930828936,0,Clear,151,90,81.8875,High,0.82,30,13.422292362669467
2024-01-02,Pallavaram,2024,January,2684,23.65313035422911,0,Clear,73,89,33.550000000000004,Low,0.34,5,13.32515382659638
2024-01-02,Porur,2024,January,6055,30.378521384241857,0,Clear,86,73,75.6875,High,0.76,20,6.425219388499199
2024-01-03,Anna Salai,2024,January,4885,44.07004590537492,2,Clear,75,86,61.0625,Medium,0.61,20,6.688918902206067
2024-01-03,Guindy,2024,January,5617,25.996498411115827,0,Rainy,150,66,70.2125,High,0.7,20,7.223719877925204
2024-01-03,Teynampet,2024,January,6343,43.95632532085353,0,Clear,61,85,79.2875,High,0.79,20,7.612302310286605
2024-01-03,Velachery,2024,January,4404,35.736756365716225,1,Cloudy,78,83,55.05,Medium,0.55,10,10.644934072437223
2024-01-03,Tambaram,2024,January,1974,35.92066386511272,0,Clear,82,92,24.675,Low,0.25,5,8.274903408562315
2024-01-03,Chromepet,2024,January,2582,28.601010069402648,0,Clear,100,70,32.275,Low,0.32,5,14.529626866495022
2024-01-03,Adyar,2024,January,4058,32.744183899978516,1,Clear,73,91,50.724999999999994,Medium,0.51,10,6.183014212562132
2024-01-03,T Nagar,2024,January,3547,43.73688179854953,0,Foggy,106,69,44.3375,Medium,0.44,10,7.464849765022999
2024-01-03,Koyambedu,2024,January,4247,34.76158432379387,0,Cloudy,174,77,53.0875,Medium,0.53,10,13.683175421188668
2024-01-03,Ambattur,2024,January,2475,32.77750485894897,0,Cloudy,122,94,30.9375,Low,0.31,5,10.843311350585031
2024-01-03,Pallavaram,2024,January,3306,37.02859598189618,0,Rainy,149,74,41.325,Medium,0.41,10,10.474284462554042
2024-01-03,Porur,2024,January,1689,34.03891199848671,0,Foggy,67,91,21.1125,Low,0.21,5,10.94345251733784
2024-01-04,Anna Salai,2024,January,4234,36.7257557490322,1,Clear,86,65,52.925,Medium,0.53,10,7.522645595566026
2024-01-04,Guindy,2024,January,4505,30.751293339200394,1,Clear,170,90,56.3125,Medium,0.56,10,12.614472231622088
2024-01-04,Teynampet,2024,January,6158,34.61423675695947,0,Clear,99,90,76.97500000000001,High,0.77,20,9.965321136485517
2024-01-04,Velachery,2024,January,3399,31.794618672796407,1,Clear,87,92,42.4875,Medium,0.42,10,5.4259594125619515
2024-01-04,Tambaram,2024,January,2767,25.98016679652661,0,Clear,127,82,34.5875,Low,0.35,5,6.771582622887548
2024-01-04,Chromepet,2024,January,3028,37.40978893623843,1,Clear,120,91,37.85,Low,0.38,5,13.166241553815441
2024-01-04,Adyar,2024,January,4702,28.83113579222222,1,Clear,97,85,58.775,Medium,0.59,10,8.450447656384977
2024-01-04,T Nagar,2024,January,5056,34.17629534947949,0,Rainy,134,78,63.2,Medium,0.63,20,12.734441270163774
2024-01-04,Koyambedu,2024,January,5390,39.63034122913955,0,Rainy,167,76,67.375,Medium,0.67,20,11.633767353864483
2024-01-04,Ambattur,2024,January,2146,27.510932717297848,1,Clear,83,70,26.825,Low,0.27,5,8.014597807264328
2024-01-04,Pallavaram,2024,January,4388,38.02342048474801,0,Rainy,87,78,54.85,Medium,0.55,10,6.270355440005727
2024-01-04,Porur,2024,January,6893,33.50093271515669,1,Cloudy,100,81,86.1625,High,0.86,30,13.069452865592835
2024-01-05,Anna Salai,2024,January,3935,30.16738299536468,1,Clear,77,71,49.1875,Medium,0.49,10,11.430873608296736
2024-01-05,Guindy,2024,January,2100,45.11461644443034,0,Cloudy,108,67,26.25,Low,0.26,5,8.007975085525736
2024-01-05,Teynampet,2024,January,3863,34.997218521225825,0,Clear,144,81,48.2875,Medium,0.48,10,10.232749682242279
2024-01-05,Velachery,2024,January,3561,32.159535552116296,0,Clear,85,87,44.5125,Medium,0.45,10,11.119030715180202
2024-01-05,Tambaram,2024,January,1741,31.09893538816799,0,Clear,62,87,21.762500000000003,Low,0.22,5,5.021185216793617
2024-01-05,Chromepet,2024,January,3541,39.40581234218348,1,Clear,136,74,44.262499999999996,Medium,0.44,10,11.705132747839377
2024-01-05,Adyar,2024,January,4324,31.93971886768294,0,Clear,97,67,54.05,Medium,0.54,10,11.560780670822805
2024-01-05,T Nagar,2024,January,4112,38.782590492705125,0,Clear,151,80,51.4,Medium,0.51,10,5.825784216037455
2024-01-05,Koyambedu,2024,January,2863,34.9876008443842,1,Rainy,73,70,35.7875,Low,0.36,5,12.87753333717311
2024-01-05,Ambattur,2024,January,6986,40.58094032216924,1,Cloudy,60,68,87.325,High,0.87,30,13.250888499936199
2024-01-05,Pallavaram,2024,January,2978,29.78730276258558,1,Cloudy,151,94,37.225,Low,0.37,5,7.901624707306892
2024-01-05,Porur,2024,January,4056,30.484683804519978,0,Cloudy,159,84,50.7,Medium,0.51,10,6.622126571603227
2024-01-06,Anna Salai,2024,January,2275,33.59497342984966,1,Cloudy,177,73,28.4375,Low,0.28,5,11.864814990862632
2024-01-06,Guindy,2024,January,5514,34.00966751237612,0,Clear,173,93,68.925,Medium,0.69,20,6.233501584495236
2024-01-06,Teynampet,2024,January,1534,33.22721485651495,1,Rainy,70,71,19.175,Low,0.19,5,13.580424169585282
2024-01-06,Velachery,2024,January,4652,48.157202027132584,0,Rainy,166,80,58.15,Medium,0.58,10,9.801294850444746
2024-01-06,Tambaram,2024,January,3455,45.31623502175954,0,Clear,99,70,43.1875,Medium,0.43,10,14.098089819869653
2024-01-06,Chromepet,2024,January,3085,36.49527537410522,1,Cloudy,63,76,38.5625,Low,0.39,5,11.421693720072176
2024-01-06,Adyar,2024,January,5443,37.08486037025229,0,Cloudy,93,89,68.0375,Medium,0.68,20,7.850922659562913
2024-01-06,T Nagar,2024,January,4573,33.8178390996021,0,Clear,124,93,57.16250000000001,Medium,0.57,10,9.680377156672797
2024-01-06,Koyambedu,2024,January,2521,29.750872332409344,0,Clear,115,67,31.5125,Low,0.32,5,10.293471476424594
2024-01-06,Ambattur,2024,January,4961,34.08963879722374,1,Clear,69,76,62.0125,Medium,0.62,20,13.151586649032895
2024-01-06,Pallavaram,2024,January,4113,38.85558875731027,1,Rainy,140,84,51.41250000000001,Medium,0.51,10,13.618551641700575
2024-01-06,Porur,2024,January,6725,41.52813380784004,1,Clear,130,78,84.0625,High,0.84,30,11.830117762141459
2024-01-07,Anna Salai,2024,January,5343,39.97854210261353,0,Clear,162,78,66.7875,Medium,0.67,20,7.941981051726907
2024-01-07,Guindy,2024,January,3000,27.451128534228943,0,Clear,123,73,37.5,Low,0.38,5,10.285685079627854
2024-01-07,Teynampet,2024,January,6298,33.55386160923143,0,Cloudy,72,68,78.725,High,0.79,20,6.30621852380293
2024-01-07,Velachery,2024,January,7175,27.655662175670038,1,Rainy,81,87,89.6875,High,0.9,30,7.301094754545768
2024-01-07,Tambaram,2024,January,1661,40.84421778701359,0,Cloudy,115,89,20.7625,Low,0.21,5,8.0305863421664
2024-01-07,Chromepet,2024,January,5797,32.93807802599834,1,Clear,124,84,72.46249999999999,High,0.72,20,5.727599315825607
2024-01-07,Adyar,2024,January,3481,34.76444942184484,1,Cloudy,151,89,43.512499999999996,Medium,0.44,10,13.849886056707629
2024-01-07,T Nagar,2024,January,2495,37.40025134002501,1,Cloudy,156,79,31.1875,Low,0.31,5,6.226441772252034
2024-01-07,Koyambedu,2024,January,6411,48.83069959905949,0,Cloudy,72,71,80.13749999999999,High,0.8,20,11.968387260854527
2024-01-07,Ambattur,2024,January,4842,36.34137469894763,0,Cloudy,60,84,60.525,Medium,0.61,20,10.056618688178474
2024-01-07,Pallavaram,2024,January,6051,33.808644810968744,0,Clear,97,83,75.6375,High,0.76,20,13.317678285758065
2024-01-07,Porur,2024,January,5298,28.7947893939818,1,Clear,178,70,66.225,Medium,0.66,20,12.410357482166816
2024-01-08,Anna Salai,2024,January,2775,42.293197242515525,1,Clear,117,83,34.6875,Low,0.35,5,12.597380053396858
2024-01-08,Guindy,2024,January,2516,34.09181767851462,0,Foggy,84,71,31.45,Low,0.31,5,9.183462776578493
2024-01-08,Teynampet,2024,January,1837,43.285712324638496,1,Cloudy,101,65,22.9625,Low,0.23,5,13.339761358960871
2024-01-08,Velachery,2024,January,2378,40.52806556474361,0,Cloudy,144,71,29.725,Low,0.3,5,5.947418755868058
2024-01-08,Tambaram,2024,January,2576,32.68521948695764,1,Rainy,92,67,32.2,Low,0.32,5,9.444190158606418
2024-01-08,Chromepet,2024,January,6387,28.038619095720478,0,Rainy,116,89,79.83749999999999,High,0.8,20,14.946140608000047
2024-01-08,Adyar,2024,January,5493,36.36284558601803,1,Clear,96,70,68.66250000000001,Medium,0.69,20,14.481145450425357
2024-01-08,T Nagar,2024,January,6359,31.92548235614199,0,Clear,177,87,79.4875,High,0.79,20,5.822125849821208
2024-01-08,Koyambedu,2024,January,1879,35.196729212281525,0,Rainy,116,89,23.4875,Low,0.23,5,10.729855891668375
2024-01-08,Ambattur,2024,January,1992,40.24524803427169,0,Foggy,157,70,24.9,Low,0.25,5,8.156506117540763
2024-01-08,Pallavaram,2024,January,6776,26.732089421875834,1,Cloudy,121,90,84.7,High,0.85,30,12.28472535009875
2024-01-08,Porur,2024,January,3562,36.32306922034107,0,Rainy,62,75,44.525,Medium,0.45,10,12.357874336485661
2024-01-09,Anna Salai,2024,January,5384,38.79798095442868,0,Clear,89,66,67.30000000000001,Medium,0.67,20,5.000932680212429
2024-01-09,Guindy,2024,January,1564,39.04055280878032,0,Clear,178,70,19.55,Low,0.2,5,13.458191807713561
2024-01-09,Teynampet,2024,January,4068,28.182289144062885,0,Clear,126,86,50.849999999999994,Medium,0.51,10,7.235827077366127
2024-01-09,Velachery,2024,January,6963,37.09668234886982,0,Rainy,122,82,87.0375,High,0.87,30,14.659066142192644
2024-01-09,Tambaram,2024,January,6748,41.01768290953346,0,Cloudy,141,87,84.35000000000001,High,0.84,30,14.05431307896105
2024-01-09,Chromepet,2024,January,3527,36.71616899200038,0,Cloudy,82,78,44.0875,Medium,0.44,10,6.90659049046794
2024-01-09,Adyar,2024,January,4195,34.42152896945731,0,Clear,131,76,52.4375,Medium,0.52,10,11.36335423963228
2024-01-09,T Nagar,2024,January,2995,40.69806470286722,0,Clear,132,73,37.4375,Low,0.37,5,7.963513060100858
2024-01-09,Koyambedu,2024,January,6758,31.52840594780585,0,Rainy,125,77,84.475,High,0.84,30,6.0298413535770745
2024-01-09,Ambattur,2024,January,7118,27.35083545898365,0,Clear,120,90,88.97500000000001,High,0.89,30,13.740023281042776
2024-01-09,Pallavaram,2024,January,1891,33.99701092534534,0,Cloudy,61,84,23.6375,Low,0.24,5,6.8082647221348855
2024-01-09,Porur,2024,January,7294,37.675225958519995,0,Cloudy,86,91,91.175,High,0.91,30,9.209675604129782
2024-01-10,Anna Salai,2024,January,6014,40.194683807182166,0,Cloudy,107,85,75.175,High,0.75,20,14.241891260190151
2024-01-10,Guindy,2024,January,5974,37.65251287083966,0,Foggy,162,86,74.675,High,0.75,20,5.753543413972543
2024-01-10,Teynampet,2024,January,7392,39.179105343624286,0,Clear,122,65,92.4,High,0.92,30,10.505844957273183
2024-01-10,Velachery,2024,January,5061,40.226557150519795,0,Cloudy,159,72,63.2625,Medium,0.63,20,10.721443723206534
2024-01-10,Tambaram,2024,January,3778,33.30311496850945,1,Clear,64,92,47.225,Medium,0.47,10,12.630667106774776
2024-01-10,Chromepet,2024,January,4599,34.26030349046205,1,Clear,60,93,57.487500000000004,Medium,0.57,10,13.271308697588568
2024-01-10,Adyar,2024,January,1700,41.435838965749376,0,Clear,81,73,21.25,Low,0.21,5,9.241437947605396
2024-01-10,T Nagar,2024,January,7459,28.94921487884656,1,Clear,133,81,93.2375,High,0.93,30,12.436830406979402
2024-01-10,Koyambedu,2024,January,6375,37.145664307611476,0,Rainy,168,77,79.6875,High,0.8,20,14.104393171477591
2024-01-10,Ambattur,2024,January,4604,31.416455855414895,1,Cloudy,83,68,57.550000000000004,Medium,0.58,10,13.862661990558598
2024-01-10,Pallavaram,2024,January,6098,40.50130801615485,0,Clear,118,70,76.225,High,0.76,20,10.018190686158981
2024-01-10,Porur,2024,January,3954,34.9103225971243,0,Clear,138,77,49.425000000000004,Medium,0.49,10,11.070295495132687
2024-01-11,Anna Salai,2024,January,5145,35.03796967689062,2,Clear,156,90,64.3125,Medium,0.64,20,11.728088619146614
2024-01-11,Guindy,2024,January,7347,43.644399436983434,0,Cloudy,109,81,91.8375,High,0.92,30,13.191087999164086
2024-01-11,Teynampet,2024,January,2304,29.61978610275677,1,Rainy,82,83,28.799999999999997,Low,0.29,5,10.077330898382673
2024-01-11,Velachery,2024,January,4231,36.079097366093016,0,Clear,137,94,52.887499999999996,Medium,0.53,10,6.1190001929607005
2024-01-11,Tambaram,2024,January,7491,34.0993693445109,1,Clear,77,87,93.63749999999999,High,0.94,30,8.853017371169367
2024-01-11,Chromepet,2024,January,4273,37.66205658021516,0,Clear,148,88,53.412499999999994,Medium,0.53,10,12.20202079421243
2024-01-11,Adyar,2024,January,3070,44.64665393344473,2,Clear,81,93,38.375,Low,0.38,5,11.237989451838885
2024-01-11,T Nagar,2024,January,6556,31.973792450374088,0,Cloudy,103,72,81.95,High,0.82,30,12.534918014842418
2024-01-11,Koyambedu,2024,January,7081,29.013011438229775,0,Clear,103,85,88.5125,High,0.89,30,9.999537383223322
2024-01-11,Ambattur,2024,January,4190,30.953362871589967,0,Clear,96,81,52.37500000000001,Medium,0.52,10,6.744047725452007
2024-01-11,Pallavaram,2024,January,5340,33.835909588895404,0,Clear,66,81,66.75,Medium,0.67,20,6.152075386071823
2024-01-11,Porur,2024,January,2528,35.321154168516635,0,Cloudy,149,88,31.6,Low,0.32,5,9.812619390135069
2024-01-12,Anna Salai,2024,January,2002,35.57264397893291,0,Clear,83,85,25.025,Low,0.25,5,7.05724836215384
2024-01-12,Guindy,2024,January,5993,44.01330475587717,0,Rainy,136,79,74.91250000000001,High,0.75,20,14.822668880537593
2024-01-12,Teynampet,2024,January,2370,43.12419522327421,0,Cloudy,100,91,29.625,Low,0.3,5,6.987529719393397
2024-01-12,Velachery,2024,January,5988,41.5147324453348,0,Cloudy,129,89,74.85000000000001,High,0.75,20,10.667842946896595
2024-01-12,Tambaram,2024,January,1706,47.57219318308671,0,Clear,144,65,21.325,Low,0.21,5,5.017679341907893
2024-01-12,Chromepet,2024,January,6634,39.120492283313155,0,Clear,130,66,82.92500000000001,High,0.83,30,7.536450821989616
2024-01-12,Adyar,2024,January,7477,40.5417754175632,1,Clear,77,84,93.4625,High,0.93,30,7.591384872191127
2024-01-12,T Nagar,2024,January,2984,39.02385260946883,0,Clear,138,74,37.3,Low,0.37,5,12.379874356160045
2024-01-12,Koyambedu,2024,January,2363,38.20452656896893,0,Clear,131,91,29.5375,Low,0.3,5,9.956261385444595
2024-01-12,Ambattur,2024,January,4290,36.97198262091421,0,Clear,119,80,53.625,Medium,0.54,10,5.120918510107817
2024-01-12,Pallavaram,2024,January,2063,33.0157147754234,0,Clear,111,87,25.7875,Low,0.26,5,8.79170938855881
2024-01-12,Porur,2024,January,6616,28.766108760810678,0,Clear,139,68,82.69999999999999,High,0.83,30,11.447810970720964
2024-01-13,Anna Salai,2024,January,5691,34.346730155189434,1,Rainy,108,72,71.1375,High,0.71,20,11.36706954870742
2024-01-13,Guindy,2024,January,3257,37.828868498360315,0,Clear,126,80,40.7125,Medium,0.41,10,5.538887142125555
2024-01-13,Teynampet,2024,January,3178,35.36130950486995,0,Clear,104,71,39.725,Low,0.4,5,14.289129323735198
2024-01-13,Velachery,2024,January,4742,29.673321529403722,0,Clear,68,69,59.275,Medium,0.59,10,7.469910687473645
2024-01-13,Tambaram,2024,January,6136,34.17058475008311,0,Cloudy,175,87,76.7,High,0.77,20,13.915261141048322
2024-01-13,Chromepet,2024,January,2559,33.90998595708431,0,Cloudy,170,72,31.9875,Low,0.32,5,7.13414445927673
2024-01-13,Adyar,2024,January,6779,34.6882267901561,0,Clear,85,67,84.7375,High,0.85,30,10.678502842670207
2024-01-13,T Nagar,2024,January,3222,37.45457674463329,0,Cloudy,85,67,40.275,Medium,0.4,5,9.060803082459396
2024-01-13,Koyambedu,2024,January,4814,38.53129018455151,1,Clear,89,82,60.175,Medium,0.6,10,10.813492831464107
2024-01-13,Ambattur,2024,January,4657,32.499742745127236,0,Cloudy,86,68,58.2125,Medium,0.58,10,9.978628141665531
2024-01-13,Pallavaram,2024,January,7415,39.90560594006257,0,Cloudy,139,91,92.6875,High,0.93,30,5.02047310853682
2024-01-13,Porur,2024,January,4125,40.65819059834156,0,Cloudy,171,68,51.5625,Medium,0.52,10,8.513323747985915
2024-01-14,Anna Salai,2024,January,4229,36.60150966524273,0,Cloudy,174,79,52.862500000000004,Medium,0.53,10,5.112171563296995
2024-01-14,Guindy,2024,January,3097,38.32375135976534,0,Clear,63,94,38.7125,Low,0.39,5,11.833665346581084
2024-01-14,Teynampet,2024,January,4560,39.921157212309744,0,Clear,110,79,56.99999999999999,Medium,0.57,10,13.534958051885306
2024-01-14,Velachery,2024,January,4193,29.51177675210264,0,Clear,142,93,52.412499999999994,Medium,0.52,10,8.847144617098605
2024-01-14,Tambaram,2024,January,6391,40.27365667490898,0,Foggy,157,68,79.8875,High,0.8,20,10.248020375681087
2024-01-14,Chromepet,2024,January,6647,31.049695637010235,0,Clear,129,66,83.0875,High,0.83,30,5.658373471792589
2024-01-14,Adyar,2024,January,7239,31.536491816858106,0,Clear,168,87,90.4875,High,0.9,30,8.851974088135321
2024-01-14,T Nagar,2024,January,5127,35.98144583907381,0,Clear,138,90,64.08749999999999,Medium,0.64,20,6.388604064312914
2024-01-14,Koyambedu,2024,January,2863,24.279799371626652,0,Clear,69,67,35.7875,Low,0.36,5,5.6470183894833506
2024-01-14,Ambattur,2024,January,3481,35.8781015411288,0,Cloudy,177,92,43.512499999999996,Medium,0.44,10,6.7203314750087895
2024-01-14,Pallavaram,2024,January,6950,39.908904734779014,0,Clear,165,74,86.875,High,0.87,30,13.70843943565076
2024-01-14,Porur,2024,January,3163,26.770380767769915,0,Clear,95,65,39.537499999999994,Low,0.4,5,14.82204403328949
2024-01-15,Anna Salai,2024,January,3029,40.44504662273226,1,Clear,105,82,37.8625,Low,0.38,5,13.792141327696012
2024-01-15,Guindy,2024,January,3538,31.506061907362724,1,Cloudy,163,69,44.224999999999994,Medium,0.44,10,14.696704716857255
2024-01-15,Teynampet,2024,January,7092,36.034308902464005,0,Clear,65,73,88.64999999999999,High,0.89,30,12.308068014854623
2024-01-15,Velachery,2024,January,4802,32.23212746497269,0,Clear,167,84,60.02499999999999,Medium,0.6,10,6.597054998186467
2024-01-15,Tambaram,2024,January,3737,37.86459242064523,0,Cloudy,163,70,46.7125,Medium,0.47,10,10.631704530779338
2024-01-15,Chromepet,2024,January,7004,40.12473778081882,0,Clear,129,83,87.55,High,0.88,30,12.315960696337237
2024-01-15,Adyar,2024,January,6996,38.235051821912485,0,Clear,138,73,87.45,High,0.87,30,10.134627941487977
2024-01-15,T Nagar,2024,January,2806,34.9800942525315,1,Cloudy,152,82,35.075,Low,0.35,5,10.546672341022331
2024-01-15,Koyambedu,2024,January,5529,32.620723317032876,0,Clear,148,88,69.1125,Medium,0.69,20,10.861900950145124
2024-01-15,Ambattur,2024,January,4175,34.653489853144436,1,Clear,142,79,52.1875,Medium,0.52,10,9.668464393794505
2024-01-15,Pallavaram,2024,January,6568,38.27985732479821,1,Cloudy,137,79,82.1,High,0.82,30,7.9058846643238745
2024-01-15,Porur,2024,January,7364,38.45133199586459,0,Clear,62,91,92.05,High,0.92,30,11.370251388046281
2024-01-16,Anna Salai,2024,January,2782,37.754132910880614,0,Clear,109,78,34.775,Low,0.35,5,5.535083958941732
2024-01-16,Guindy,2024,January,2209,28.587112292214776,0,Cloudy,101,94,27.6125,Low,0.28,5,6.70927246698232
2024-01-16,Teynampet,2024,January,7075,34.88488770782295,0,Rainy,169,67,88.4375,High,0.88,30,14.252615379869654
2024-01-16,Velachery,2024,January,7030,31.832855179014242,0,Cloudy,137,72,87.875,High,0.88,30,9.888162524888102
2024-01-16,Tambaram,2024,January,6244,38.324645099529135,2,Clear,113,83,78.05,High,0.78,20,13.216838113619207
2024-01-16,Chromepet,2024,January,5913,31.175141233107016,0,Clear,162,75,73.91250000000001,High,0.74,20,12.265406916868661
2024-01-16,Adyar,2024,January,5248,37.26026879042112,0,Cloudy,98,92,65.60000000000001,Medium,0.66,20,8.20709053984187
2024-01-16,T Nagar,2024,January,6853,33.58906119592735,0,Clear,144,92,85.6625,High,0.86,30,13.036490630604574
2024-01-16,Koyambedu,2024,January,6279,25.604519083671292,0,Clear,177,68,78.4875,High,0.78,20,5.9132244005330845
2024-01-16,Ambattur,2024,January,2163,39.65479642943999,1,Cloudy,114,79,27.037499999999998,Low,0.27,5,13.749782543465392
2024-01-16,Pallavaram,2024,January,3498,34.87356389068021,0,Clear,70,88,43.725,Medium,0.44,10,11.805600013304229
2024-01-16,Porur,2024,January,4945,41.37988647882846,0,Clear,173,74,61.8125,Medium,0.62,20,14.270723169184654
2024-01-17,Anna Salai,2024,January,5243,26.673454606611813,2,Clear,133,84,65.53750000000001,Medium,0.66,20,13.955104002489051
2024-01-17,Guindy,2024,January,7227,33.54239344541252,0,Cloudy,138,75,90.3375,High,0.9,30,8.802620355687322
2024-01-17,Teynampet,2024,January,2995,33.91797789520068,0,Clear,89,89,37.4375,Low,0.37,5,13.568325218693683
2024-01-17,Velachery,2024,January,4804,36.351031456191556,0,Clear,167,73,60.050000000000004,Medium,0.6,10,10.630160720193349
2024-01-17,Tambaram,2024,January,5263,28.374063479215003,0,Clear,178,86,65.7875,Medium,0.66,20,6.571143163666594
2024-01-17,Chromepet,2024,January,6732,37.7201892838689,1,Rainy,140,81,84.15,High,0.84,30,13.295508633912837
2024-01-17,Adyar,2024,January,3353,44.558312031405165,0,Clear,177,73,41.9125,Medium,0.42,10,14.079197586402689
2024-01-17,T Nagar,2024,January,7116,37.37268673232766,0,Clear,115,89,88.94999999999999,High,0.89,30,5.845472076590994
2024-01-17,Koyambedu,2024,January,6159,35.46436200911756,0,Cloudy,88,94,76.9875,High,0.77,20,14.305528441103752
2024-01-17,Ambattur,2024,January,2791,28.112712964873133,0,Clear,76,93,34.887499999999996,Low,0.35,5,11.012649096187896
2024-01-17,Pallavaram,2024,January,5081,31.128769432214874,0,Clear,92,87,63.5125,Medium,0.64,20,5.25897415402213
2024-01-17,Porur,2024,January,4957,34.72077549588614,0,Cloudy,161,73,61.9625,Medium,0.62,20,10.41794631270384
2024-01-18,Anna Salai,2024,January,3136,32.351117645785855,0,Cloudy,80,88,39.2,Low,0.39,5,12.967490342833763
2024-01-18,Guindy,2024,January,5196,40.13128213135492,1,Clear,170,89,64.95,Medium,0.65,20,10.331814471352201
2024-01-18,Teynampet,2024,January,4499,37.66851600484319,0,Rainy,174,73,56.2375,Medium,0.56,10,12.07246253957861
2024-01-18,Velachery,2024,January,4652,48.461892938234854,0,Clear,137,87,58.15,Medium,0.58,10,13.795827318772462
2024-01-18,Tambaram,2024,January,2198,30.09570781787854,0,Foggy,69,86,27.474999999999998,Low,0.27,5,13.697615101553739
2024-01-18,Chromepet,2024,January,3660,35.165573056958664,1,Cloudy,165,66,45.75,Medium,0.46,10,6.788699179355397
2024-01-18,Adyar,2024,January,5597,28.082538137328545,0,Foggy,146,77,69.9625,Medium,0.7,20,9.2713002509558
2024-01-18,T Nagar,2024,January,6237,23.887796127048375,2,Clear,162,87,77.9625,High,0.78,20,6.111650658800981
2024-01-18,Koyambedu,2024,January,7185,38.613604897265766,0,Clear,98,65,89.8125,High,0.9,30,10.950978170830446
2024-01-18,Ambattur,2024,January,2354,37.48307691483678,0,Cloudy,137,70,29.425,Low,0.29,5,14.547267511456624
2024-01-18,Pallavaram,2024,January,7355,30.72704782677105,1,Cloudy,106,70,91.9375,High,0.92,30,6.818469729697903
2024-01-18,Porur,2024,January,4974,35.465148097967116,0,Rainy,145,80,62.175000000000004,Medium,0.62,20,9.036303637853674
2024-01-19,Anna Salai,2024,January,7257,31.85366200537228,0,Clear,111,76,90.71249999999999,High,0.91,30,14.54026799990689
2024-01-19,Guindy,2024,January,6749,32.52896272578362,0,Clear,100,79,84.3625,High,0.84,30,12.501182264146689
2024-01-19,Teynampet,2024,January,6672,33.39857693616863,2,Rainy,151,71,83.39999999999999,High,0.83,30,5.711694790705598
2024-01-19,Velachery,2024,January,3207,30.51717411297861,0,Rainy,106,66,40.0875,Medium,0.4,5,9.284155665731426
2024-01-19,Tambaram,2024,January,4277,31.416750450900217,0,Clear,132,94,53.4625,Medium,0.53,10,14.878857215176552
2024-01-19,Chromepet,2024,January,7291,31.55782278027873,1,Cloudy,146,94,91.1375,High,0.91,30,9.532425984817722
